servicerequestid,servicecode,status_id,address_id,adddate,resolutiondate,serviceduedate,serviceorderdate,details,servicecallcount
23-00619802,S0031,1,104,2023-11-29 13:00:00,2023-12-04 16:00:00,2023-12-05 05:00:00,2023-11-29 13:00:00,,1
23-00619803,S0196,1,105,2023-11-29 13:00:00,2023-12-01 17:00:00,2023-12-11 13:00:00,2023-11-29 13:00:00,,1
23-00625962,S0196,1,105,2023-12-01 21:00:00,2023-12-04 15:00:00,2023-12-13 21:00:00,2023-12-01 21:00:00,,1
23-00640834,S0196,1,105,2023-12-11 16:00:00,2023-12-11 21:00:00,2023-12-21 16:00:00,2023-12-11 16:00:00,,1
23-00619807,SIGNMISS_v2,1,107,2023-11-29 13:00:00,2023-12-06 15:00:00,2024-05-31 13:00:00,2023-11-29 13:00:00,,1
23-00619808,S0000,1,108,2023-11-29 13:00:00,2023-11-29 16:00:00,2023-12-18 13:00:00,2023-11-29 13:00:00,,1
23-00619809,S0261,1,109,2023-11-29 13:00:00,2023-11-29 14:00:00,2023-11-30 13:00:00,2023-11-29 13:00:00,,1
23-00619811,S0000,1,111,2023-11-29 13:00:00,2023-11-29 16:00:00,2023-12-18 13:00:00,2023-11-29 13:00:00,,1
23-00620381,S0261,1,111,2023-11-29 16:00:00,2023-11-29 18:00:00,2023-11-30 16:00:00,2023-11-29 16:00:00,,1
23-00619814,S0311,1,112,2023-11-29 13:00:00,2023-11-29 18:00:00,2023-12-06 13:00:00,2023-11-29 13:00:00,,1
23-00619819,DCGOVTINFO,1,114,2023-11-29 13:00:00,2023-11-29 13:00:00,2023-11-30 13:00:00,2023-11-29 13:00:00,,1
23-00619846,DCGOVTINFO,1,114,2023-11-29 14:00:00,2023-11-29 14:00:00,2023-11-30 14:00:00,2023-11-29 14:00:00,,1
23-00619891,DCGOVTINFO,1,114,2023-11-29 14:00:00,2023-11-29 14:00:00,2023-11-30 14:00:00,2023-11-29 14:00:00,,1
23-00619908,DCGOVTINFO,1,114,2023-11-29 14:00:00,2023-11-29 14:00:00,2023-11-30 14:00:00,2023-11-29 14:00:00,,1
23-00620016,DCGOVTINFO,1,114,2023-11-29 14:00:00,2023-11-29 14:00:00,2023-11-30 14:00:00,2023-11-29 14:00:00,,1
23-00620020,DCGOVTINFO,1,114,2023-11-29 14:00:00,2023-11-29 14:00:00,2023-11-30 14:00:00,2023-11-29 14:00:00,,1
23-00620023,DCGOVTINFO,1,114,2023-11-29 14:00:00,2023-11-29 14:00:00,2023-11-30 14:00:00,2023-11-29 14:00:00,,1
23-00620373,DCGOVTINFO,1,114,2023-11-29 16:00:00,2023-11-29 16:00:00,2023-11-30 16:00:00,2023-11-29 16:00:00,,1
23-00620379,DCGOVTINFO,1,114,2023-11-29 16:00:00,2023-11-29 16:00:00,2023-11-30 16:00:00,2023-11-29 16:00:00,,1
23-00619761,DCGOVTINFO,1,114,2023-11-29 13:00:00,2023-11-29 13:00:00,2023-11-30 13:00:00,2023-11-29 13:00:00,,1
23-00619968,DCGOVTINFO,1,114,2023-11-29 14:00:00,2023-11-29 14:00:00,2023-11-30 14:00:00,2023-11-29 14:00:00,,1
23-00619929,DCGOVTINFO,1,114,2023-11-29 14:00:00,2023-11-29 14:00:00,2023-11-30 14:00:00,2023-11-29 14:00:00,,1
23-00619939,DCGOVTINFO,1,114,2023-11-29 14:00:00,2023-11-29 14:00:00,2023-11-30 14:00:00,2023-11-29 14:00:00,,1
23-00620083,DCGOVTINFO,1,114,2023-11-29 15:00:00,2023-11-29 15:00:00,2023-11-30 15:00:00,2023-11-29 15:00:00,,1
23-00620103,DCGOVTINFO,1,114,2023-11-29 15:00:00,2023-11-29 15:00:00,2023-11-30 15:00:00,2023-11-29 15:00:00,,1
23-00620112,DCGOVTINFO,1,114,2023-11-29 15:00:00,2023-11-29 15:00:00,2023-11-30 15:00:00,2023-11-29 15:00:00,,1
23-00620131,DCGOVTINFO,1,114,2023-11-29 15:00:00,2023-11-29 15:00:00,2023-11-30 15:00:00,2023-11-29 15:00:00,,1
23-00620139,DCGOVTINFO,1,114,2023-11-29 15:00:00,2023-11-29 15:00:00,2023-11-30 15:00:00,2023-11-29 15:00:00,,1
23-00620201,DCGOVTINFO,1,114,2023-11-29 15:00:00,2023-11-29 15:00:00,2023-11-30 15:00:00,2023-11-29 15:00:00,,1
23-00620205,DCGOVTINFO,1,114,2023-11-29 15:00:00,2023-11-29 15:00:00,2023-11-30 15:00:00,2023-11-29 15:00:00,,1
23-00620214,DCGOVTINFO,1,114,2023-11-29 15:00:00,2023-11-29 15:00:00,2023-11-30 15:00:00,2023-11-29 15:00:00,,1
23-00620236,DCGOVTINFO,1,114,2023-11-29 15:00:00,2023-11-29 15:00:00,2023-11-30 15:00:00,2023-11-29 15:00:00,,1
23-00620260,DCGOVTINFO,1,114,2023-11-29 15:00:00,2023-11-29 15:00:00,2023-11-30 15:00:00,2023-11-29 15:00:00,,1
23-00620269,DCGOVTINFO,1,114,2023-11-29 16:00:00,2023-11-29 16:00:00,2023-11-30 16:00:00,2023-11-29 16:00:00,,1
23-00620290,DCGOVTINFO,1,114,2023-11-29 16:00:00,2023-11-29 16:00:00,2023-11-30 16:00:00,2023-11-29 16:00:00,,1
23-00620295,DCGOVTINFO,1,114,2023-11-29 16:00:00,2023-11-29 16:00:00,2023-11-30 16:00:00,2023-11-29 16:00:00,,1
23-00620298,DCGOVTINFO,1,114,2023-11-29 16:00:00,2023-11-29 16:00:00,2023-11-30 16:00:00,2023-11-29 16:00:00,,1
23-00620311,DCGOVTINFO,1,114,2023-11-29 16:00:00,2023-11-29 16:00:00,2023-11-30 16:00:00,2023-11-29 16:00:00,,1
23-00620367,DCGOVTINFO,1,114,2023-11-29 16:00:00,2023-11-29 16:00:00,2023-11-30 16:00:00,2023-11-29 16:00:00,,1
23-00620492,DCGOVTINFO,1,114,2023-11-29 17:00:00,2023-11-29 17:00:00,2023-11-30 17:00:00,2023-11-29 17:00:00,,1
23-00620508,DCGOVTINFO,1,114,2023-11-29 17:00:00,2023-11-29 17:00:00,2023-11-30 17:00:00,2023-11-29 17:00:00,,1
23-00620536,DCGOVTINFO,1,114,2023-11-29 17:00:00,2023-11-29 17:00:00,2023-11-30 17:00:00,2023-11-29 17:00:00,,1
23-00620641,DCGOVTINFO,1,114,2023-11-29 17:00:00,2023-11-29 17:00:00,2023-11-30 17:00:00,2023-11-29 17:00:00,,1
23-00620655,DCGOVTINFO,1,114,2023-11-29 17:00:00,2023-11-29 17:00:00,2023-11-30 17:00:00,2023-11-29 17:00:00,,1
23-00620733,DCGOVTINFO,1,114,2023-11-29 18:00:00,2023-11-29 18:00:00,2023-11-30 18:00:00,2023-11-29 18:00:00,,1
23-00620413,DCGOVTINFO,1,114,2023-11-29 16:00:00,2023-11-29 16:00:00,2023-11-30 16:00:00,2023-11-29 16:00:00,,1
23-00620548,DCGOVTINFO,1,114,2023-11-29 17:00:00,2023-11-29 17:00:00,2023-11-30 17:00:00,2023-11-29 17:00:00,,1
23-00620567,DCGOVTINFO,1,114,2023-11-29 17:00:00,2023-11-29 17:00:00,2023-11-30 17:00:00,2023-11-29 17:00:00,,1
23-00620573,DCGOVTINFO,1,114,2023-11-29 17:00:00,2023-11-29 17:00:00,2023-11-30 17:00:00,2023-11-29 17:00:00,,1
23-00620674,DCGOVTINFO,1,114,2023-11-29 17:00:00,2023-11-29 17:00:00,2023-11-30 17:00:00,2023-11-29 17:00:00,,1
23-00620800,DCGOVTINFO,1,114,2023-11-29 18:00:00,2023-11-29 18:00:00,2023-11-30 18:00:00,2023-11-29 18:00:00,,1
23-00620809,DCGOVTINFO,1,114,2023-11-29 18:00:00,2023-11-29 18:00:00,2023-11-30 18:00:00,2023-11-29 18:00:00,,1
23-00620820,DCGOVTINFO,1,114,2023-11-29 18:00:00,2023-11-29 18:00:00,2023-11-30 18:00:00,2023-11-29 18:00:00,,1
23-00620838,DCGOVTINFO,1,114,2023-11-29 18:00:00,2023-11-29 18:00:00,2023-11-30 18:00:00,2023-11-29 18:00:00,,1
23-00620852,DCGOVTINFO,1,114,2023-11-29 18:00:00,2023-11-29 18:00:00,2023-11-30 18:00:00,2023-11-29 18:00:00,,1
23-00620863,DCGOVTINFO,1,114,2023-11-29 18:00:00,2023-11-29 18:00:00,2023-11-30 18:00:00,2023-11-29 18:00:00,,1
23-00620869,DCGOVTINFO,1,114,2023-11-29 18:00:00,2023-11-29 18:00:00,2023-11-30 18:00:00,2023-11-29 18:00:00,,1
23-00620878,DCGOVTINFO,1,114,2023-11-29 18:00:00,2023-11-29 18:00:00,2023-11-30 18:00:00,2023-11-29 18:00:00,,1
23-00620935,DCGOVTINFO,1,114,2023-11-29 19:00:00,2023-11-29 19:00:00,2023-11-30 19:00:00,2023-11-29 19:00:00,,1
23-00621269,DCGOVTINFO,1,114,2023-11-29 21:00:00,2023-11-29 21:00:00,2023-11-30 21:00:00,2023-11-29 21:00:00,,1
23-00621294,DCGOVTINFO,1,114,2023-11-29 21:00:00,2023-11-29 21:00:00,2023-11-30 21:00:00,2023-11-29 21:00:00,,1
23-00621304,DCGOVTINFO,1,114,2023-11-29 21:00:00,2023-11-29 21:00:00,2023-11-30 21:00:00,2023-11-29 21:00:00,,1
23-00621310,DCGOVTINFO,1,114,2023-11-29 21:00:00,2023-11-29 21:00:00,2023-11-30 21:00:00,2023-11-29 21:00:00,,1
23-00621330,DCGOVTINFO,1,114,2023-11-29 21:00:00,2023-11-29 21:00:00,2023-11-30 21:00:00,2023-11-29 21:00:00,,1
23-00621336,DCGOVTINFO,1,114,2023-11-29 21:00:00,2023-11-29 21:00:00,2023-11-30 21:00:00,2023-11-29 21:00:00,,1
23-00621205,DCGOVTINFO,1,114,2023-11-29 20:00:00,2023-11-29 20:00:00,2023-11-30 20:00:00,2023-11-29 20:00:00,,1
23-00621209,DCGOVTINFO,1,114,2023-11-29 20:00:00,2023-11-29 20:00:00,2023-11-30 20:00:00,2023-11-29 20:00:00,,1
23-00621211,DCGOVTINFO,1,114,2023-11-29 20:00:00,2023-11-29 20:00:00,2023-11-30 20:00:00,2023-11-29 20:00:00,,1
23-00621227,DCGOVTINFO,1,114,2023-11-29 20:00:00,2023-11-29 20:00:00,2023-11-30 20:00:00,2023-11-29 20:00:00,,1
23-00621367,DCGOVTINFO,1,114,2023-11-29 21:00:00,2023-11-29 21:00:00,2023-11-30 21:00:00,2023-11-29 21:00:00,,1
23-00621381,DCGOVTINFO,1,114,2023-11-29 21:00:00,2023-11-29 21:00:00,2023-11-30 21:00:00,2023-11-29 21:00:00,,1
23-00627507,S0276,1,114,2023-12-03 20:00:00,2023-12-03 20:00:00,2023-12-08 20:00:00,2023-12-03 20:00:00,,1
23-00628136,DCGOVTINFO,1,114,2023-12-04 14:00:00,2023-12-04 14:00:00,2023-12-05 14:00:00,2023-12-04 14:00:00,,1
23-00628159,DCGOVTINFO,1,114,2023-12-04 14:00:00,2023-12-04 14:00:00,2023-12-05 14:00:00,2023-12-04 14:00:00,,1
23-00628175,DCGOVTINFO,1,114,2023-12-04 14:00:00,2023-12-04 14:00:00,2023-12-05 14:00:00,2023-12-04 14:00:00,,1
23-00628204,DCGOVTINFO,1,114,2023-12-04 14:00:00,2023-12-04 14:00:00,2023-12-05 14:00:00,2023-12-04 14:00:00,,1
23-00628233,DCGOVTINFO,1,114,2023-12-04 14:00:00,2023-12-04 14:00:00,2023-12-05 14:00:00,2023-12-04 14:00:00,,1
23-00628261,DCGOVTINFO,1,114,2023-12-04 14:00:00,2023-12-04 14:00:00,2023-12-05 14:00:00,2023-12-04 14:00:00,,1
23-00628380,DCGOVTINFO,1,114,2023-12-04 15:00:00,2023-12-04 15:00:00,2023-12-05 15:00:00,2023-12-04 15:00:00,,1
23-00628383,DCGOVTINFO,1,114,2023-12-04 15:00:00,2023-12-04 15:00:00,2023-12-05 15:00:00,2023-12-04 15:00:00,,1
23-00628393,DCGOVTINFO,1,114,2023-12-04 15:00:00,2023-12-04 15:00:00,2023-12-05 15:00:00,2023-12-04 15:00:00,,1
23-00628413,DCGOVTINFO,1,114,2023-12-04 15:00:00,2023-12-04 15:00:00,2023-12-05 15:00:00,2023-12-04 15:00:00,,1
23-00627984,DCGOVTINFO,1,114,2023-12-04 13:00:00,2023-12-04 13:00:00,2023-12-05 13:00:00,2023-12-04 13:00:00,,1
23-00627987,DCGOVTINFO,1,114,2023-12-04 13:00:00,2023-12-04 13:00:00,2023-12-05 13:00:00,2023-12-04 13:00:00,,1
23-00628091,DCGOVTINFO,1,114,2023-12-04 14:00:00,2023-12-04 14:00:00,2023-12-05 14:00:00,2023-12-04 14:00:00,,1
23-00628096,DCGOVTINFO,1,114,2023-12-04 14:00:00,2023-12-04 14:00:00,2023-12-05 14:00:00,2023-12-04 14:00:00,,1
23-00628328,S0276,1,114,2023-12-04 15:00:00,2023-12-04 15:00:00,2023-12-11 15:00:00,2023-12-04 15:00:00,,1
23-00628700,DCGOVTINFO,1,114,2023-12-04 16:00:00,2023-12-04 16:00:00,2023-12-05 16:00:00,2023-12-04 16:00:00,,1
23-00628708,DCGOVTINFO,1,114,2023-12-04 16:00:00,2023-12-04 16:00:00,2023-12-05 16:00:00,2023-12-04 16:00:00,,1
23-00628826,DCGOVTINFO,1,114,2023-12-04 16:00:00,2023-12-04 16:00:00,2023-12-05 16:00:00,2023-12-04 16:00:00,,1
23-00628870,DCGOVTINFO,1,114,2023-12-04 16:00:00,2023-12-04 16:00:00,2023-12-05 16:00:00,2023-12-04 16:00:00,,1
23-00628491,DCGOVTINFO,1,114,2023-12-04 15:00:00,2023-12-04 15:00:00,2023-12-05 15:00:00,2023-12-04 15:00:00,,1
23-00628502,DCGOVTINFO,1,114,2023-12-04 15:00:00,2023-12-04 15:00:00,2023-12-05 15:00:00,2023-12-04 15:00:00,,1
23-00628567,DCGOVTINFO,1,114,2023-12-04 15:00:00,2023-12-04 15:00:00,2023-12-05 15:00:00,2023-12-04 15:00:00,,1
23-00628639,DCGOVTINFO,1,114,2023-12-04 16:00:00,2023-12-04 16:00:00,2023-12-05 16:00:00,2023-12-04 16:00:00,,1
23-00628653,DCGOVTINFO,1,114,2023-12-04 16:00:00,2023-12-04 16:00:00,2023-12-05 16:00:00,2023-12-04 16:00:00,,1
23-00629108,DCGOVTINFO,1,114,2023-12-04 17:00:00,2023-12-04 17:00:00,2023-12-05 17:00:00,2023-12-04 17:00:00,,1
23-00629165,DCGOVTINFO,1,114,2023-12-04 18:00:00,2023-12-04 18:00:00,2023-12-05 18:00:00,2023-12-04 18:00:00,,1
23-00629174,DCGOVTINFO,1,114,2023-12-04 18:00:00,2023-12-04 18:00:00,2023-12-05 18:00:00,2023-12-04 18:00:00,,1
23-00629179,DCGOVTINFO,1,114,2023-12-04 18:00:00,2023-12-04 18:00:00,2023-12-05 18:00:00,2023-12-04 18:00:00,,1
23-00629199,DCGOVTINFO,1,114,2023-12-04 18:00:00,2023-12-04 18:00:00,2023-12-05 18:00:00,2023-12-04 18:00:00,,1
23-00629209,DCGOVTINFO,1,114,2023-12-04 18:00:00,2023-12-04 18:00:00,2023-12-05 18:00:00,2023-12-04 18:00:00,,1
23-00629704,DCGOVTINFO,1,114,2023-12-04 20:00:00,2023-12-04 20:00:00,2023-12-05 20:00:00,2023-12-04 20:00:00,,1
23-00629708,DCGOVTINFO,1,114,2023-12-04 20:00:00,2023-12-04 20:00:00,2023-12-05 20:00:00,2023-12-04 20:00:00,,1
23-00629715,DCGOVTINFO,1,114,2023-12-04 20:00:00,2023-12-04 20:00:00,2023-12-05 20:00:00,2023-12-04 20:00:00,,1
23-00629718,DCGOVTINFO,1,114,2023-12-04 20:00:00,2023-12-04 20:00:00,2023-12-05 20:00:00,2023-12-04 20:00:00,,1
23-00629243,DCGOVTINFO,1,114,2023-12-04 18:00:00,2023-12-04 18:00:00,2023-12-05 18:00:00,2023-12-04 18:00:00,,1
23-00629249,DCGOVTINFO,1,114,2023-12-04 18:00:00,2023-12-04 18:00:00,2023-12-05 18:00:00,2023-12-04 18:00:00,,1
23-00629252,DCGOVTINFO,1,114,2023-12-04 18:00:00,2023-12-04 18:00:00,2023-12-05 18:00:00,2023-12-04 18:00:00,,1
23-00629268,DCGOVTINFO,1,114,2023-12-04 18:00:00,2023-12-04 18:00:00,2023-12-05 18:00:00,2023-12-04 18:00:00,,1
23-00629284,DCGOVTINFO,1,114,2023-12-04 18:00:00,2023-12-04 18:00:00,2023-12-05 18:00:00,2023-12-04 18:00:00,,1
23-00629303,DCGOVTINFO,1,114,2023-12-04 18:00:00,2023-12-04 18:00:00,2023-12-05 18:00:00,2023-12-04 18:00:00,,1
23-00629321,DCGOVTINFO,1,114,2023-12-04 18:00:00,2023-12-04 18:00:00,2023-12-05 18:00:00,2023-12-04 18:00:00,,1
23-00629337,DCGOVTINFO,1,114,2023-12-04 19:00:00,2023-12-04 19:00:00,2023-12-05 19:00:00,2023-12-04 19:00:00,,1
23-00629340,DCGOVTINFO,1,114,2023-12-04 19:00:00,2023-12-04 19:00:00,2023-12-05 19:00:00,2023-12-04 19:00:00,,1
23-00629603,DCGOVTINFO,1,114,2023-12-04 20:00:00,2023-12-04 20:00:00,2023-12-05 20:00:00,2023-12-04 20:00:00,,1
23-00629606,DCGOVTINFO,1,114,2023-12-04 20:00:00,2023-12-04 20:00:00,2023-12-05 20:00:00,2023-12-04 20:00:00,,1
23-00629654,DCGOVTINFO,1,114,2023-12-04 20:00:00,2023-12-04 20:00:00,2023-12-05 20:00:00,2023-12-04 20:00:00,,1
23-00629672,DCGOVTINFO,1,114,2023-12-04 20:00:00,2023-12-04 20:00:00,2023-12-05 20:00:00,2023-12-04 20:00:00,,1
23-00629738,DCGOVTINFO,1,114,2023-12-04 20:00:00,2023-12-04 20:00:00,2023-12-05 20:00:00,2023-12-04 20:00:00,,1
23-00629750,DCGOVTINFO,1,114,2023-12-04 20:00:00,2023-12-04 20:00:00,2023-12-05 20:00:00,2023-12-04 20:00:00,,1
23-00629768,DCGOVTINFO,1,114,2023-12-04 20:00:00,2023-12-04 20:00:00,2023-12-05 20:00:00,2023-12-04 20:00:00,,1
23-00629862,DCGOVTINFO,1,114,2023-12-04 21:00:00,2023-12-04 21:00:00,2023-12-05 21:00:00,2023-12-04 21:00:00,,1
23-00629871,DCGOVTINFO,1,114,2023-12-04 21:00:00,2023-12-04 21:00:00,2023-12-05 21:00:00,2023-12-04 21:00:00,,1
23-00629881,DCGOVTINFO,1,114,2023-12-04 21:00:00,2023-12-04 21:00:00,2023-12-05 21:00:00,2023-12-04 21:00:00,,1
23-00629984,DCGOVTINFO,1,114,2023-12-04 22:00:00,2023-12-04 22:00:00,2023-12-05 22:00:00,2023-12-04 22:00:00,,1
23-00630485,DCGOVTINFO,1,114,2023-12-05 13:00:00,2023-12-05 13:00:00,2023-12-06 13:00:00,2023-12-05 13:00:00,,1
23-00630596,DCGOVTINFO,1,114,2023-12-05 14:00:00,2023-12-05 14:00:00,2023-12-06 14:00:00,2023-12-05 14:00:00,,1
23-00630630,DCGOVTINFO,1,114,2023-12-05 14:00:00,2023-12-05 14:00:00,2023-12-06 14:00:00,2023-12-05 14:00:00,,1
23-00630640,DCGOVTINFO,1,114,2023-12-05 14:00:00,2023-12-05 14:00:00,2023-12-06 14:00:00,2023-12-05 14:00:00,,1
23-00630655,DCGOVTINFO,1,114,2023-12-05 14:00:00,2023-12-05 14:00:00,2023-12-06 14:00:00,2023-12-05 14:00:00,,1
23-00630668,DCGOVTINFO,1,114,2023-12-05 14:00:00,2023-12-05 14:00:00,2023-12-06 14:00:00,2023-12-05 14:00:00,,1
23-00630491,DCGOVTINFO,1,114,2023-12-05 13:00:00,2023-12-05 13:00:00,2023-12-06 13:00:00,2023-12-05 13:00:00,,1
23-00630497,DCGOVTINFO,1,114,2023-12-05 13:00:00,2023-12-05 13:00:00,2023-12-06 13:00:00,2023-12-05 13:00:00,,1
23-00630501,DCGOVTINFO,1,114,2023-12-05 13:00:00,2023-12-05 13:00:00,2023-12-06 13:00:00,2023-12-05 13:00:00,,1
23-00630512,DCGOVTINFO,1,114,2023-12-05 13:00:00,2023-12-05 13:00:00,2023-12-06 13:00:00,2023-12-05 13:00:00,,1
23-00630525,DCGOVTINFO,1,114,2023-12-05 13:00:00,2023-12-05 13:00:00,2023-12-06 13:00:00,2023-12-05 13:00:00,,1
23-00630532,DCGOVTINFO,1,114,2023-12-05 13:00:00,2023-12-05 13:00:00,2023-12-06 13:00:00,2023-12-05 13:00:00,,1
23-00630534,DCGOVTINFO,1,114,2023-12-05 13:00:00,2023-12-05 13:00:00,2023-12-06 13:00:00,2023-12-05 13:00:00,,1
23-00630545,DCGOVTINFO,1,114,2023-12-05 14:00:00,2023-12-05 14:00:00,2023-12-06 14:00:00,2023-12-05 14:00:00,,1
23-00630546,DCGOVTINFO,1,114,2023-12-05 14:00:00,2023-12-05 14:00:00,2023-12-06 14:00:00,2023-12-05 14:00:00,,1
23-00630552,DCGOVTINFO,1,114,2023-12-05 14:00:00,2023-12-05 14:00:00,2023-12-06 14:00:00,2023-12-05 14:00:00,,1
23-00630583,DCGOVTINFO,1,114,2023-12-05 14:00:00,2023-12-05 14:00:00,2023-12-06 14:00:00,2023-12-05 14:00:00,,1
23-00630883,DCGOVTINFO,1,114,2023-12-05 15:00:00,2023-12-05 15:00:00,2023-12-06 15:00:00,2023-12-05 15:00:00,,1
23-00630894,DCGOVTINFO,1,114,2023-12-05 15:00:00,2023-12-05 15:00:00,2023-12-06 15:00:00,2023-12-05 15:00:00,,1
23-00630917,DCGOVTINFO,1,114,2023-12-05 15:00:00,2023-12-05 15:00:00,2023-12-06 15:00:00,2023-12-05 15:00:00,,1
23-00630921,DCGOVTINFO,1,114,2023-12-05 15:00:00,2023-12-05 15:00:00,2023-12-06 15:00:00,2023-12-05 15:00:00,,1
23-00630940,DCGOVTINFO,1,114,2023-12-05 15:00:00,2023-12-05 15:00:00,2023-12-06 15:00:00,2023-12-05 15:00:00,,1
23-00630945,DCGOVTINFO,1,114,2023-12-05 15:00:00,2023-12-05 15:00:00,2023-12-06 15:00:00,2023-12-05 15:00:00,,1
23-00630785,DCGOVTINFO,1,114,2023-12-05 14:00:00,2023-12-05 14:00:00,2023-12-06 14:00:00,2023-12-05 14:00:00,,1
23-00631209,DCGOVTINFO,1,114,2023-12-05 16:00:00,2023-12-05 16:00:00,2023-12-06 16:00:00,2023-12-05 16:00:00,,1
23-00631213,DCGOVTINFO,1,114,2023-12-05 16:00:00,2023-12-05 16:00:00,2023-12-06 16:00:00,2023-12-05 16:00:00,,1
23-00631218,DCGOVTINFO,1,114,2023-12-05 16:00:00,2023-12-05 16:00:00,2023-12-06 16:00:00,2023-12-05 16:00:00,,1
23-00631221,DCGOVTINFO,1,114,2023-12-05 16:00:00,2023-12-05 16:00:00,2023-12-06 16:00:00,2023-12-05 16:00:00,,1
23-00631266,DCGOVTINFO,1,114,2023-12-05 16:00:00,2023-12-05 16:00:00,2023-12-06 16:00:00,2023-12-05 16:00:00,,1
23-00631273,DCGOVTINFO,1,114,2023-12-05 16:00:00,2023-12-05 16:00:00,2023-12-06 16:00:00,2023-12-05 16:00:00,,1
23-00631287,DCGOVTINFO,1,114,2023-12-05 16:00:00,2023-12-05 16:00:00,2023-12-06 16:00:00,2023-12-05 16:00:00,,1
23-00631310,DCGOVTINFO,1,114,2023-12-05 16:00:00,2023-12-05 16:00:00,2023-12-06 16:00:00,2023-12-05 16:00:00,,1
23-00631324,DCGOVTINFO,1,114,2023-12-05 16:00:00,2023-12-05 16:00:00,2023-12-06 16:00:00,2023-12-05 16:00:00,,1
23-00631329,DCGOVTINFO,1,114,2023-12-05 16:00:00,2023-12-05 16:00:00,2023-12-06 16:00:00,2023-12-05 16:00:00,,1
23-00631353,DCGOVTINFO,1,114,2023-12-05 16:00:00,2023-12-05 16:00:00,2023-12-06 16:00:00,2023-12-05 16:00:00,,1
23-00631398,DCGOVTINFO,1,114,2023-12-05 16:00:00,2023-12-05 16:00:00,2023-12-06 16:00:00,2023-12-05 16:00:00,,1
23-00631403,DCGOVTINFO,1,114,2023-12-05 16:00:00,2023-12-05 16:00:00,2023-12-06 16:00:00,2023-12-05 16:00:00,,1
23-00631430,DCGOVTINFO,1,114,2023-12-05 17:00:00,2023-12-05 17:00:00,2023-12-06 17:00:00,2023-12-05 17:00:00,,1
23-00631444,DCGOVTINFO,1,114,2023-12-05 17:00:00,2023-12-05 17:00:00,2023-12-06 17:00:00,2023-12-05 17:00:00,,1
23-00631455,DCGOVTINFO,1,114,2023-12-05 17:00:00,2023-12-05 17:00:00,2023-12-06 17:00:00,2023-12-05 17:00:00,,1
23-00631463,DCGOVTINFO,1,114,2023-12-05 17:00:00,2023-12-05 17:00:00,2023-12-06 17:00:00,2023-12-05 17:00:00,,1
23-00631669,DCGOVTINFO,1,114,2023-12-05 17:00:00,2023-12-05 17:00:00,2023-12-06 17:00:00,2023-12-05 17:00:00,,1
23-00631613,DCGOVTINFO,1,114,2023-12-05 17:00:00,2023-12-05 17:00:00,2023-12-06 17:00:00,2023-12-05 17:00:00,,1
23-00631616,DCGOVTINFO,1,114,2023-12-05 17:00:00,2023-12-05 17:00:00,2023-12-06 17:00:00,2023-12-05 17:00:00,,1
23-00631631,DCGOVTINFO,1,114,2023-12-05 17:00:00,2023-12-05 17:00:00,2023-12-06 17:00:00,2023-12-05 17:00:00,,1
23-00631799,DCGOVTINFO,1,114,2023-12-05 18:00:00,2023-12-05 18:00:00,2023-12-06 18:00:00,2023-12-05 18:00:00,,1
23-00631803,DCGOVTINFO,1,114,2023-12-05 18:00:00,2023-12-05 18:00:00,2023-12-06 18:00:00,2023-12-05 18:00:00,,1
23-00631843,DCGOVTINFO,1,114,2023-12-05 18:00:00,2023-12-05 18:00:00,2023-12-06 18:00:00,2023-12-05 18:00:00,,1
23-00631848,DCGOVTINFO,1,114,2023-12-05 18:00:00,2023-12-05 18:00:00,2023-12-06 18:00:00,2023-12-05 18:00:00,,1
23-00630962,DCGOVTINFO,1,114,2023-12-05 15:00:00,2023-12-05 15:00:00,2023-12-06 15:00:00,2023-12-05 15:00:00,,1
23-00630986,DCGOVTINFO,1,114,2023-12-05 15:00:00,2023-12-05 15:00:00,2023-12-06 15:00:00,2023-12-05 15:00:00,,1
23-00630996,DCGOVTINFO,1,114,2023-12-05 15:00:00,2023-12-05 15:00:00,2023-12-06 15:00:00,2023-12-05 15:00:00,,1
23-00631002,DCGOVTINFO,1,114,2023-12-05 15:00:00,2023-12-05 15:00:00,2023-12-06 15:00:00,2023-12-05 15:00:00,,1
23-00631007,DCGOVTINFO,1,114,2023-12-05 15:00:00,2023-12-05 15:00:00,2023-12-06 15:00:00,2023-12-05 15:00:00,,1
23-00631027,DCGOVTINFO,1,114,2023-12-05 15:00:00,2023-12-05 15:00:00,2023-12-06 15:00:00,2023-12-05 15:00:00,,1
23-00631077,DCGOVTINFO,1,114,2023-12-05 15:00:00,2023-12-05 15:00:00,2023-12-06 15:00:00,2023-12-05 15:00:00,,1
23-00631085,DCGOVTINFO,1,114,2023-12-05 15:00:00,2023-12-05 15:00:00,2023-12-06 15:00:00,2023-12-05 15:00:00,,1
23-00631094,DCGOVTINFO,1,114,2023-12-05 15:00:00,2023-12-05 15:00:00,2023-12-06 15:00:00,2023-12-05 15:00:00,,1
23-00631113,DCGOVTINFO,1,114,2023-12-05 16:00:00,2023-12-05 16:00:00,2023-12-06 16:00:00,2023-12-05 16:00:00,,1
23-00631123,DCGOVTINFO,1,114,2023-12-05 16:00:00,2023-12-05 16:00:00,2023-12-06 16:00:00,2023-12-05 16:00:00,,1
